transaction_id,guest_name,room_no,folio_no,transaction_date,amount_rm,card_last4,payment_method,allocation_status
TXN000452,Guest 0713,278,38078,2025-03-25,1306.47,2101,Visa,Matched
TXN000491,Guest 0274,232,38820,2025-03-25,255.25,3161,Visa,Pending
TXN001492,Guest 0509,648,37170,2025-02-14,857.13,7726,Visa,Matched
TXN000288,Guest 0657,664,30636,2025-02-21,280.42,0441,Visa,Matched
TXN001263,Guest 0593,512,37537,2025-02-10,664.82,4932,Visa,Pending
TXN001861,Guest 0435,460,36520,2025-03-08,420.84,0430,Mastercard,Matched
TXN001379,Guest 0687,440,33503,2025-02-15,265.15,2898,Mastercard,Matched
TXN001993,Guest 0113,677,36685,2025-01-26,458.64,3274,Mastercard,Matched
TXN000760,Guest 0344,586,39542,2025-03-07,690.48,4111,Visa,Matched
TXN000808,Guest 0249,724,39071,2025-01-10,1096.67,6672,Mastercard,Matched
TXN001828,Guest 0440,571,33863,2025-03-30,160.43,0958,Visa,Matched
TXN000837,Guest 0773,196,37157,2025-03-14,402.06,7829,Visa,Matched
TXN000887,Guest 0747,584,38817,2025-01-05,835.22,3249,Visa,Matched
TXN001233,Guest 0542,310,34408,2025-03-29,403.37,,Mastercard,Pending
TXN001177,Guest 0492,240,37458,2025-01-29,658.95,0541,Visa,Matched
TXN001663,Guest 0775,702,34230,2025-01-17,717.32,4819,master card,Matched
TXN000328,Guest 0135,398,37149,2025-01-04,620.03,2476,Visa,Matched
TXN000443,Guest 0008,578,35391,2025-01-12,399.5,6164,Visa,Matched
TXN000781,Guest 0249,694,38790,2025-03-21,400.51,6993,Mastercard,Matched
TXN001877,Guest 0556,740,34043,2025-01-21,432.35,5703,American Express,Unmatched
TXN000933,Guest 0130,729,30704,2025-01-24,494.28,9055,American Express,Matched
TXN001961,Guest 0758,222,33719,2025-03-17,574.45,6024,Mastercard,Unmatched
TXN000178,Guest 0385,602,35468,2025-01-15,441.04,4450,Visa,Matched
TXN001825,Guest 0476,462,38135,2025-03-11,947.58,4369,Visa,Matched
TXN001197,Guest 0181,755,33110,2025-03-06,454.91,1726,Visa,Matched
TXN000087,Guest 0587,289,34449,2025-01-09,620.82,1761,Visa,Matched
TXN001419,Guest 0078,491,38818,2025-03-19,1356.18,9681,Visa,Matched
TXN001915,Guest 0632,467,31326,2025-01-30,483.2,2535,Visa,Matched
TXN000458,Guest 0749,128,36480,2025-02-27,759.61,0593,Mastercard,Matched
TXN001956,Guest 0755,597,31393,2025-02-06,581.41,6121,Visa,Matched
TXN000055,Guest 0572,105,38497,2025-02-14,592.5,8888,Visa,Matched
TXN001513,Guest 0103,734,34811,2025-03-08,748.92,0878,Visa,Matched
TXN000644,Guest 0373,147,34340,2025-02-13,307.16,9733,Visa,Matched
TXN000678,Guest 0703,497,32923,2025-01-08,576.62,2016,Mastercard,Matched
TXN000222,Guest 0124,463,33017,2025-02-11,260.48,5618,Visa,Pending
TXN000114,Guest 0729,784,36173,2025-02-11,544.03,1292,American Express,Matched
TXN001609,Guest 0494,525,32731,2025-01-22,464.63,0249,Visa,Matched
TXN001808,Guest 0125,797,35303,2025-02-13,390.43,7169,Visa,Matched
TXN001380,Guest 0317,458,33814,2025-02-18,292.64,5985,Visa,Matched
TXN000175,Guest 0187,380,34645,invalid-date,465.36,8681,Visa,Unmatched
TXN000788,Guest 0048,108,30283,2025-03-03,543.78,2256,Mastercard,Unmatched
TXN000590,Guest 0277,310,34869,2025-03-17,136.48,6379,Visa,Matched
TXN001848,  Guest 0288  ,572,39229,invalid-date,508.37,5612,Visa,Matched
TXN000019,Guest 0576,231,37581,2025-03-17,688.52,7403,Mastercard,Matched
TXN000424,Guest 0662,419,37012,2025-02-22,231.47,0543,Visa,Matched
TXN001353,Guest 0085,185,33732,2025-02-14,594.52,2504,Mastercard,Matched
TXN000286,Guest 0666,637,39960,2025-03-26,256.77,4859,Mastercard,Matched
TXN001595,Guest 0199,695,34916,2025-03-05,244.73,5812,Visa,Matched
TXN000429,Guest 0604,639,36735,2025-01-03,484.62,3699,American Express,Matched
TXN001761,Guest 0140,188,33569,2025-02-04,312.4,4142,American Express,Matched
TXN000756,Guest 0698,521,39153,2025-02-09,304.28,4667,Mastercard,Matched
TXN000670,Guest 0771,400,33666,2025-01-12,116.62,8774,Visa,Matched
TXN000032,Guest 0142,465,37089,2025-01-21,1006.52,4867,Mastercard,Matched
TXN000950,Guest 0416,358,35526,2025-01-26,312.92,9994,Mastercard,Matched
TXN000723,Guest 0091,761,31783,2025-03-18,169.36,5266,American Express,Matched
TXN001511,Guest 0778,384,33727,2025-01-31,386.72,7627,Visa,Matched
TXN000215,Guest 0093,579,37104,2025-03-08,257.24,2681,Visa,Matched
TXN000893,Guest 0292,141,30206,2025-02-17,452.1,2528,Mastercard,Matched
TXN001790,Guest 0254,790,39246,2025-03-09,358.39,7738,Visa,Matched
TXN000327,Guest 0274,695,30547,2025-01-22,876.67,9029,American Express,Matched
TXN000561,Guest 0462,442,36353,2025-02-18,1693.69,0803,Mastercard,Matched
TXN001121,Guest 0499,671,35218,2025-01-02,701.77,4119,Mastercard,Matched
TXN000701,Guest 0705,721,38901,2025-02-16,238.15,3146,Visa,Unmatched
TXN001450,Guest 0397,218,38197,2025-01-10,431.96,3851,Visa,Matched
TXN001319,Guest 0205,634,35356,2025-02-10,458.02,1527,Visa,Pending
TXN000342,Guest 0316,393,39865,2025-01-27,998.36,2159,Visa,Matched
TXN000630,Guest 0031,347,32918,2025-02-02,526.05,3590,American Express,Matched
TXN000148,Guest 0749,698,37235,2025-01-22,548.21,,Mastercard,Matched
TXN001390,Guest 0543,712,37519,2025-03-23,435.66,0984,Mastercard,Matched
TXN000361,Guest 0519,106,36249,2025-03-18,842.93,9591,Mastercard,Matched
TXN000084,Guest 0534,651,39242,2025-03-16,252.46,6162,Visa,Matched
TXN000049,Guest 0601,335,31750,2025-03-03,293.56,1227,Visa,Pending
TXN000469,Guest 0022,722,35142,2025-01-17,193.92,1949,Visa,Matched
TXN000156,Guest 0392,231,36109,2025-03-01,315.57,5348,Mastercard,Matched
TXN000807,Guest 0232,428,34978,2025-02-19,323.46,2648,Visa,Matched
TXN001064,Guest 0102,547,30164,2025-03-05,204.91,7493,Visa,Matched
TXN001209,Guest 0337,443,34401,2025-01-26,693.55,9181,Mastercard,Unmatched
TXN001413,Guest 0178,455,36607,2025-01-23,653.33,2925,Mastercard,Matched
TXN001211,Guest 0769,172,37723,2025-02-26,302.09,1332,Visa,Pending
TXN001642,Guest 0743,302,37685,2025-01-05,256.52,5672,Visa,Matched
TXN000501,Guest 0560,585,31217,2025-01-11,432.46,9363,Mastercard,Matched
TXN001778,Guest 0681,176,39289,2025-01-15,171.8,2708,Visa,Matched
TXN000180,Guest 0366,427,39190,2025-02-15,173.48,1893,Visa,Matched
TXN001055,Guest 0631,135,39323,2025-01-07,512.86,4143,Visa,Matched
TXN001781,Guest 0046,236,35121,2025-01-05,620.43,9388,Mastercard,Matched
TXN001844,Guest 0241,106,38668,2025-03-18,533.03,2487,Visa,Matched
TXN001568,Guest 0123,346,32261,2025-02-24,248.72,4007,Visa,Pending
TXN001165,Guest 0103,349,36264,2025-02-16,1277.4,6488,Visa,Matched
TXN001631,Guest 0372,433,33100,2025-02-21,608.26,2836,Mastercard,Unmatched
TXN000529,Guest 0070,411,38401,2025-03-24,353.33,0100,Visa,Matched
TXN000347,Guest 0262,135,35591,2025-03-31,288.65,5663,Visa,Unmatched
TXN001768,Guest 0600,331,34636,2025-02-12,337.15,6439,Mastercard,Matched
TXN001976,Guest 0555,484,34667,2025-01-05,431.42,8870,Mastercard,Matched
TXN000819,Guest 0102,474,37233,2025-03-01,373.59,9210,Mastercard,Pending
TXN001988,Guest 0057,484,33235,2025-01-20,395.76,9619,Visa,Matched
TXN001620,Guest 0070,216,37981,2025-03-31,502.37,2174,Visa,Matched
TXN000602,Guest 0172,764,39425,2025-03-12,622.06,9192,Mastercard,Matched
TXN001630,Guest 0664,120,34308,2025-01-12,132.23,3545,Visa,Matched
TXN000244,Guest 0090,123,33323,2025-02-28,992.26,3922,Mastercard,Matched
TXN001456,  Guest 0693  ,196,32489,2025-01-06,373.1,3549,Mastercard,Matched
TXN001113,Guest 0048,794,39392,2025-01-18,290.84,1098,Visa,Matched
TXN001487,Guest 0273,249,38047,2025-01-15,522.18,1432,American Express,Matched
TXN000313,Guest 0409,344,30462,2025-01-11,1088.59,0790,Mastercard,Matched
TXN000436,Guest 0452,750,30129,2025-01-12,341.5,0373,Visa,Matched
TXN001914,Guest 0441,210,39890,2025-03-11,214.62,0538,Visa,Matched
TXN000943,Guest 0611,686,35032,2025-03-24,373.63,3569,American Express,Matched
TXN000309,Guest 0247,662,33958,2025-01-29,867.17,8436,Mastercard,Matched
TXN000431,Guest 0106,744,38524,2025-01-08,453.04,1847,American Express,Matched
TXN000661,Guest 0348,682,30674,2025-01-16,634.72,1375,Mastercard,Matched
TXN000371,Guest 0036,491,39908,2025-01-31,362.11,6224,Visa,Matched
TXN000567,Guest 0641,593,31025,2025-01-21,307.02,8450,Mastercard,Matched
TXN000989,Guest 0723,752,33691,2025-01-23,625.19,0706,Mastercard,Matched
TXN000182,Guest 0193,353,38748,2025-01-14,675.23,1567,master card,Matched
TXN000875,Guest 0307,234,34433,2025-03-04,279.33,4589,Visa,Pending
TXN000622,Guest 0314,796,39333,2025-02-13,979.76,6394,American Express,Pending
TXN001394,Guest 0151,673,32994,2025-03-08,285.65,5258,American Express,Matched
TXN001201,Guest 0738,405,36812,2025-03-21,386.43,5816,Visa,Pending
TXN001563,Guest 0337,651,34913,2025-01-23,378.63,1211,master card,Matched
TXN001432,Guest 0617,259,38323,2025-01-17,830.71,8320,Mastercard,Matched
TXN001855,Guest 0386,388,37472,2025-01-10,321.3,7571,Visa,Matched
TXN000931,Guest 0140,111,30919,2025-02-18,862.84,6368,master card,Matched
TXN001081,Guest 0352,322,33414,2025-03-24,339.67,7444,American Express,Matched
TXN000297,Guest 0134,412,31479,2025-03-18,957.44,9645,Mastercard,Unmatched
TXN000910,Guest 0279,537,39908,2025-01-09,411.16,0407,Visa,Matched
TXN000462,Guest 0173,337,34393,2025-01-13,668.4,2684,Visa,Matched
TXN001565,Guest 0626,165,32798,2025-02-20,578.55,7923,Mastercard,Matched
TXN001575,Guest 0763,599,35277,2025-01-14,449.92,3482,master card,Matched
TXN000378,Guest 0110,285,31432,2025-03-09,1130.9,5659,Mastercard,Matched
TXN000799,Guest 0567,374,34781,2025-01-29,562.39,1127,Mastercard,Matched
TXN001111,Guest 0432,484,30395,2025-02-26,231.64,6091,Mastercard,Matched
TXN000106,Guest 0221,417,36484,2025-03-12,1150.05,8351,American Express,Matched
TXN000127,Guest 0247,133,31645,2025-01-08,299.31,5584,American Express,Matched
TXN001133,Guest 0609,434,37857,2025-03-13,447.22,1812,Visa,Matched
TXN001139,Guest 0375,157,32244,2025-03-08,732.96,5825,Mastercard,Matched
TXN001008,Guest 0341,680,36448,2025-02-15,471.67,1599,Mastercard,Matched
TXN000356,Guest 0295,676,33646,2025-03-31,718.58,4522,American Express,Matched
TXN001628,Guest 0190,128,30615,2025-02-22,236.27,5284,Mastercard,Matched
TXN000683,Guest 0312,588,37417,2025-03-28,711.01,9852,Visa,Matched
TXN000820,Guest 0567,752,31008,2025-03-31,249.21,2249,Visa,Matched
TXN000880,Guest 0782,629,35962,2025-02-26,448.79,2610,Visa,Matched
TXN000210,Guest 0111,524,36409,2025-03-12,762.09,0970,American Express,Pending
TXN001830,Guest 0121,419,33959,2025-03-30,641.43,5648,Mastercard,Matched
TXN000141,Guest 0561,608,33167,2025-03-30,404.5,5001,Visa,Matched
TXN001448,Guest 0451,387,34313,2025-03-28,718.69,5163,Mastercard,Matched
TXN001430,Guest 0242,702,38521,2025-03-12,728.37,6428,Visa,Pending
TXN001925,Guest 0511,738,31294,2025-02-02,498.34,3959,Visa,Matched
TXN001930,Guest 0592,280,33448,2025-03-27,291.82,9675,Mastercard,Matched
TXN001104,Guest 0352,449,35531,2025-01-14,221.62,2716,Mastercard,Matched
TXN001978,Guest 0790,213,39904,2025-01-31,1047.81,9265,Visa,Matched
TXN001478,Guest 0426,594,37957,2025-02-05,837.39,8462,Mastercard,Matched
TXN000712,Guest 0020,657,33563,2025-02-17,617.07,9622,Visa,Matched
TXN001304,Guest 0220,394,32101,2025-03-22,669.9,9792,Mastercard,Matched
TXN000942,Guest 0750,412,34392,2025-02-06,451.92,4486,Visa,Matched
TXN000980,Guest 0381,526,34983,2025-02-20,1070.63,8923,Mastercard,Matched
TXN000011,Guest 0398,347,33966,2025-02-17,503.59,9363,Visa,Unmatched
TXN001736,Guest 0164,490,32573,2025-03-13,1167.2,2802,Mastercard,Matched
TXN001132,Guest 0369,377,38121,2025-03-02,240.26,4119,Mastercard,Matched
TXN000283,Guest 0259,219,35951,2025-03-02,774.15,8785,Mastercard,Matched
TXN000811,Guest 0411,243,38163,2025-01-04,522.2,7369,Visa,Matched
TXN001465,Guest 0288,239,34480,2025-03-18,430.05,2932,Mastercard,Matched
TXN000292,Guest 0258,750,36394,2025-01-25,531.16,7882,American Express,Unmatched
TXN000755,Guest 0793,249,36585,2025-02-19,609.01,1296,Mastercard,Unmatched
TXN000627,Guest 0784,103,37859,2025-01-31,443.97,9447,American Express,Matched
TXN000953,Guest 0750,648,38066,2025-02-25,185.35,2711,Visa,Matched
TXN000870,Guest 0165,588,30759,2025-01-04,217.39,8885,Mastercard,Matched
TXN000130,Guest 0257,397,33739,2025-02-27,441.56,7626,Visa,Matched
TXN001673,Guest 0470,767,37124,2025-01-25,551.77,7037,Mastercard,Matched
TXN000844,Guest 0387,239,33422,2025-01-04,511.67,9917,Visa,Matched
TXN000324,Guest 0522,286,39643,2025-03-24,656.92,3819,Mastercard,Matched
TXN001325,Guest 0347,738,34769,2025-03-19,331.0,0796,Mastercard,Matched
TXN001421,Guest 0414,660,37162,2025-03-27,595.62,2657,Mastercard,Matched
TXN001782,Guest 0183,203,31424,2025-01-31,272.37,4940,Visa,Matched
TXN001879,Guest 0143,559,37983,2025-03-07,598.72,9321,Visa,Matched
TXN000874,Guest 0175,511,33287,2025-01-12,875.69,6590,Mastercard,Matched
TXN001602,Guest 0489,798,30155,2025-03-08,563.49,3709,American Express,Matched
TXN000696,Guest 0296,685,35896,2025-01-23,605.81,5568,Mastercard,Matched
TXN000216,Guest 0313,794,36464,2025-01-25,542.5,0039,Visa,Matched
TXN001377,Guest 0405,220,36059,2025-03-28,525.39,3936,Visa,Matched
TXN001271,Guest 0132,230,33046,2025-02-03,171.15,0270,Mastercard,Matched
TXN000159,Guest 0651,240,37731,2025-02-15,283.37,1030,Mastercard,Matched
TXN001340,Guest 0694,427,35758,2025-02-06,796.31,3935,Mastercard,Matched
TXN000354,Guest 0372,389,38670,2025-02-09,825.09,3115,Mastercard,Matched
TXN000842,Guest 0564,187,38607,2025-03-01,170.43,6072,Visa,Matched
TXN000635,Guest 0067,171,38680,2025-01-17,160.93,3838,Mastercard,Matched
TXN000517,Guest 0554,346,32738,2025-03-21,256.69,0354,Mastercard,Matched
TXN001690,Guest 0134,247,39591,2025-01-09,300.69,1239,Visa,Pending
TXN001532,Guest 0058,761,37900,2025-01-01,581.75,6341,Mastercard,Matched
TXN000598,Guest 0579,104,34792,2025-03-12,1075.85,6888,Visa,Matched
TXN000196,Guest 0653,446,33902,2025-01-08,1233.64,9184,American Express,Matched
TXN001655,Guest 0535,272,31294,2025-01-15,570.25,7241,Visa,Matched
TXN001647,Guest 0514,715,35574,2025-01-31,405.41,1420,Visa,Matched
TXN000411,Guest 0425,185,38481,2025-01-16,264.75,9868,Mastercard,Matched
TXN000097,Guest 0752,475,36806,2025-01-22,978.85,3824,Mastercard,Matched
TXN001010,Guest 0650,294,37181,2025-02-16,433.44,3809,Mastercard,Unmatched
TXN001938,Guest 0378,502,34320,2025-02-19,667.13,5533,Visa,Matched
TXN000157,Guest 0355,595,30874,2025-01-12,492.64,0382,Visa,Matched
TXN000420,Guest 0335,173,30953,2025-02-15,578.02,8849,Visa,Matched
TXN001817,Guest 0362,385,35274,2025-01-22,484.56,2426,Visa,Matched
TXN000478,Guest 0141,358,33552,2025-01-02,361.68,8907,Visa,Matched
TXN001870,Guest 0570,567,34970,2025-03-11,489.73,6291,Visa,Matched
TXN000669,Guest 0062,615,34506,2025-03-24,272.08,1878,Visa,Matched
TXN001814,Guest 0355,777,38129,2025-02-14,691.25,5500,Visa,Matched
TXN001911,Guest 0187,238,30464,2025-01-07,567.45,8358,Visa,Matched
TXN001730,Guest 0512,390,39492,2025-01-10,839.63,8857,Mastercard,Matched
TXN000448,Guest 0518,233,36955,2025-03-28,295.04,0353,Mastercard,Pending
TXN000554,Guest 0155,489,34834,2025-01-29,432.96,5790,American Express,Matched
TXN000179,Guest 0501,422,37995,2025-03-23,284.28,6912,American Express,Matched
TXN000391,Guest 0364,227,37599,2025-03-09,1121.77,2556,Mastercard,Pending
TXN000579,Guest 0776,293,31325,2025-03-22,1131.81,5271,Mastercard,Matched
TXN001865,Guest 0506,739,32354,2025-03-17,432.73,3874,Visa,Pending
TXN001720,Guest 0211,421,30814,2025-02-16,39.88,7470,Visa,Matched
TXN001371,Guest 0790,648,37610,2025-03-21,350.01,1407,Mastercard,Matched
TXN001656,Guest 0386,254,33278,2025-01-21,215.25,6778,Visa,Pending
TXN000907,Guest 0500,300,30300,2025-02-07,490.86,9190,Visa,Matched
TXN000821,Guest 0433,478,37889,2025-01-03,533.08,1594,Visa,Unmatched
TXN001839,Guest 0768,295,37730,2025-01-21,163.97,,Visa,Matched
TXN000994,Guest 0685,487,37170,2025-02-08,463.51,5595,American Express,Matched
TXN001056,Guest 0383,731,31535,2025-03-31,340.88,9689,Visa,Matched
TXN000665,Guest 0172,319,36932,2025-02-23,529.14,4321,Visa,Matched
TXN000143,Guest 0770,215,35312,2025-01-25,727.18,1324,Mastercard,Matched
TXN001636,Guest 0379,518,32798,2025-02-18,229.93,6485,Mastercard,Unmatched
TXN001733,Guest 0322,690,32780,2025-03-04,355.52,0463,Visa,Matched
TXN000865,Guest 0070,715,39013,2025-03-18,369.71,7937,American Express,Matched
TXN000422,Guest 0607,799,33517,2025-03-04,168.32,1384,Visa,Matched
TXN000637,Guest 0269,677,30969,2025-01-22,608.25,1220,Mastercard,Unmatched
TXN001484,Guest 0185,691,31889,2025-01-11,203.89,7143,Mastercard,Matched
TXN000800,Guest 0318,489,36479,2025-02-09,368.07,2953,Mastercard,Matched
TXN001074,Guest 0626,647,32282,2025-02-17,496.56,9667,American Express,Matched
TXN000616,Guest 0536,402,30255,2025-02-27,464.62,5079,Mastercard,Pending
TXN000295,Guest 0572,749,30674,2025-02-19,600.24,9788,Mastercard,Matched
TXN000932,Guest 0539,614,37930,2025-03-04,556.67,7316,American Express,Pending
TXN000938,Guest 0578,514,33103,2025-01-14,718.74,3039,Mastercard,Matched
TXN001918,Guest 0680,274,31060,2025-02-14,589.46,5282,American Express,Matched
TXN000089,Guest 0245,788,33890,2025-03-11,777.76,7259,Visa,Matched
TXN000042,Guest 0714,556,33932,2025-03-10,436.13,0503,Mastercard,Matched
TXN001816,  Guest 0058  ,141,38812,2025-01-10,2562.98,3647,Visa,Matched
TXN001949,Guest 0776,754,35784,2025-01-01,684.57,2125,Mastercard,Unmatched
TXN000132,Guest 0781,751,34460,2025-02-19,405.22,3867,Mastercard,Matched
TXN001011,Guest 0296,691,30296,2025-01-25,520.43,4366,Visa,Matched
TXN000999,Guest 0348,575,34162,2025-03-28,686.62,2943,Mastercard,Matched
TXN001512,Guest 0463,658,33438,2025-01-21,229.08,5262,American Express,Matched
TXN001869,Guest 0178,747,36063,2025-01-03,475.43,9837,Mastercard,Matched
TXN001354,Guest 0583,431,33220,2025-03-24,732.79,2751,American Express,Matched
TXN001510,Guest 0280,717,34646,2025-03-03,755.35,7728,Visa,Matched
TXN000165,Guest 0764,600,32497,2025-02-07,408.23,2937,Visa,Matched
TXN000725,Guest 0633,304,32750,2025-03-12,272.31,4879,Visa,Matched
TXN000291,Guest 0316,148,34057,2025-03-14,145.12,4732,Visa,Matched
TXN001829,Guest 0546,183,35515,2025-02-25,571.77,9317,Mastercard,Matched
TXN001547,Guest 0328,208,36616,2025-03-03,299.18,7682,Mastercard,Matched
TXN001912,Guest 0777,336,35933,2025-03-21,538.04,8115,Mastercard,Pending
TXN001028,Guest 0598,168,39712,2025-01-26,308.73,4381,American Express,Matched
TXN001792,Guest 0142,162,36200,2025-03-21,161.44,7235,Visa,Matched
TXN000779,Guest 0311,175,31427,2025-01-25,220.14,7475,Visa,Matched
TXN000840,Guest 0778,752,38502,2025-03-23,226.64,4015,Mastercard,Matched
TXN000349,Guest 0162,636,34779,2025-01-17,171.47,6528,Mastercard,Matched
TXN001960,Guest 0173,712,36518,2025-01-17,923.9,0009,Visa,Matched
TXN000572,Guest 0747,166,36387,2025-02-07,552.31,4274,Visa,Pending
TXN000918,Guest 0757,291,30204,2025-03-12,311.77,5753,Visa,Matched
TXN000986,Guest 0519,136,38559,2025-02-28,281.89,5179,Visa,Unmatched
TXN001902,Guest 0762,208,34254,2025-02-17,255.68,9015,Visa,Matched
TXN001777,Guest 0426,379,38304,2025-01-30,258.13,8744,American Express,Matched
TXN001603,Guest 0125,107,32731,2025-03-16,556.3,5768,Visa,Matched
TXN001327,Guest 0129,496,32460,2025-03-03,315.97,,Mastercard,Matched
TXN001859,Guest 0261,340,30951,2025-02-17,341.07,6262,Visa,Pending
TXN000137,Guest 0436,781,31429,2025-02-24,262.58,4639,Visa,Matched
TXN000459,Guest 0380,182,33461,invalid-date,570.53,3905,Mastercard,Matched
TXN000376,Guest 0793,509,38640,2025-01-09,345.48,8381,American Express,Matched
TXN001352,Guest 0751,451,38783,2025-02-05,508.54,0345,Mastercard,Matched
TXN000334,Guest 0659,725,30961,2025-03-16,279.59,6956,Visa,Matched
TXN001316,Guest 0678,496,34170,2025-01-27,553.15,6059,Visa,Matched
TXN001344,Guest 0496,413,36108,2025-02-21,976.99,4183,Visa,Matched
TXN001774,Guest 0102,117,39868,2025-02-05,1264.54,5634,American Express,Matched
TXN001469,Guest 0420,487,39038,2025-03-11,442.65,0851,Visa,Pending
TXN000817,Guest 0540,710,38754,2025-01-04,510.76,0915,Visa,Matched
TXN001436,Guest 0486,793,38018,2025-01-10,146.93,8197,American Express,Matched
TXN001672,Guest 0077,550,34398,2025-02-21,784.1,4255,Mastercard,Matched
TXN001871,Guest 0037,651,30695,2025-01-04,916.66,,Mastercard,Matched
TXN000985,Guest 0576,235,39568,2025-02-22,243.19,7169,American Express,Pending
TXN001927,Guest 0402,620,39903,2025-02-02,404.96,7487,American Express,Matched
TXN000911,  Guest 0090  ,762,36343,2025-03-11,613.6,8991,Visa,Matched
TXN001945,Guest 0105,278,39909,2025-02-04,636.96,,American Express,Unmatched
TXN001134,Guest 0065,129,38607,2025-03-10,283.34,8516,Visa,Matched
TXN000329,Guest 0022,134,30776,2025-01-13,498.89,2760,Visa,Matched
TXN001922,Guest 0492,658,33155,2025-02-18,331.53,9765,Mastercard,Unmatched
TXN000319,Guest 0681,696,34658,2025-03-26,554.73,5203,American Express,Matched
TXN001541,Guest 0588,299,36556,2025-02-12,909.39,9822,Visa,Matched
TXN001369,Guest 0339,565,30905,2025-03-28,477.14,6124,Visa,Matched
TXN001746,Guest 0789,115,31115,2025-03-30,620.55,5087,Mastercard,Matched
TXN000168,Guest 0675,227,37809,2025-01-16,283.29,3291,Visa,Matched
TXN000013,Guest 0123,582,36570,2025-03-08,532.56,6593,Visa,Matched
TXN001942,Guest 0250,428,39538,2025-01-23,436.95,9797,Visa,Matched
TXN000172,Guest 0596,285,33162,2025-01-09,336.81,9568,Mastercard,Matched
TXN000650,Guest 0265,284,36043,2025-03-18,574.97,2044,Visa,Matched
TXN001069,Guest 0120,125,36277,2025-01-31,483.72,7428,Mastercard,Matched
TXN000261,Guest 0020,258,31244,2025-03-13,423.36,9736,Visa,Matched
TXN001222,Guest 0203,720,36560,2025-02-19,466.27,8835,American Express,Matched
TXN001420,Guest 0228,550,37341,2025-02-12,284.9,0439,Visa,Matched
TXN000902,Guest 0641,560,36918,2025-01-04,430.01,3269,American Express,Matched
TXN000673,Guest 0682,248,33339,2025-02-27,367.16,1432,Visa,Matched
TXN000259,Guest 0001,523,37330,2025-01-16,238.49,0226,Visa,Matched
TXN000845,Guest 0366,626,32735,2025-01-01,588.69,6816,Mastercard,Unmatched
TXN000868,Guest 0127,326,32479,2025-03-17,660.67,9740,American Express,Matched
TXN001203,Guest 0616,685,32644,2025-03-30,402.06,6297,Mastercard,Matched
TXN000139,Guest 0432,716,30657,2025-02-01,407.12,2299,Mastercard,Matched
TXN000894,Guest 0730,135,36790,2025-03-30,600.93,4720,Mastercard,Matched
TXN001852,Guest 0037,513,35600,2025-01-23,68.39,8207,Mastercard,Matched
TXN000550,Guest 0103,708,37041,2025-03-03,384.8,1842,American Express,Matched
TXN000320,Guest 0620,130,33121,2025-03-11,1303.2,0323,Visa,Unmatched
TXN001538,Guest 0107,688,36620,2025-01-10,302.1,9690,Mastercard,Matched
TXN001245,Guest 0584,346,37283,2025-03-20,457.44,4808,Visa,Matched
TXN001186,Guest 0760,557,38059,2025-01-28,445.57,3390,American Express,Unmatched
TXN000559,Guest 0025,625,39541,2025-03-13,442.92,4504,American Express,Matched
TXN000140,Guest 0321,453,34484,2025-02-09,326.55,0559,Mastercard,Matched
TXN001748,Guest 0789,275,31198,2025-02-03,405.5,3338,Visa,Pending
TXN000532,Guest 0645,189,32280,2025-01-15,262.6,5314,Visa,Matched
TXN000225,Guest 0321,647,33757,2025-03-06,540.44,1971,Mastercard,Matched
TXN000724,Guest 0302,137,33462,2025-01-11,188.52,4340,Mastercard,Matched
TXN000787,Guest 0227,493,36494,2025-01-03,417.15,8523,Mastercard,Matched
TXN001731,Guest 0578,684,35547,2025-03-12,544.65,9227,Visa,Matched
TXN001683,Guest 0173,367,38621,2025-01-04,462.28,9755,Mastercard,Pending
TXN000410,Guest 0022,326,39282,2025-01-02,330.91,9197,Mastercard,Unmatched
TXN000326,Guest 0659,375,31425,2025-01-21,967.07,5986,Visa,Pending
TXN001107,Guest 0689,631,31477,2025-01-22,540.97,8244,Visa,Matched
TXN000300,Guest 0715,166,31837,2025-01-02,726.5,5059,Visa,Matched
TXN001272,Guest 0330,400,30618,2025-01-10,309.12,9421,Visa,Matched
TXN001526,Guest 0170,171,30883,2025-01-05,780.82,1058,Visa,Matched
TXN000026,Guest 0379,198,37620,2025-02-27,816.11,4014,Visa,Matched
TXN001873,Guest 0692,616,34485,2025-02-24,382.58,8017,Visa,Matched
TXN000715,Guest 0406,120,39349,2025-03-24,462.71,4557,Visa,Matched
TXN001019,Guest 0479,646,34641,2025-01-04,860.74,1288,American Express,Matched
TXN000194,Guest 0176,128,30835,2025-02-02,489.81,3263,Mastercard,Matched
TXN000441,Guest 0290,329,38357,2025-03-29,557.76,0680,American Express,Pending
TXN000574,Guest 0314,721,36284,2025-01-05,435.7,3369,Visa,Matched
TXN000947,Guest 0472,359,34681,2025-03-29,391.87,1004,Mastercard,Matched
TXN000998,Guest 0279,673,33920,2025-02-02,882.12,2799,Mastercard,Pending
TXN000504,Guest 0086,640,35530,2025-03-20,413.92,5214,Mastercard,Matched
TXN000606,Guest 0605,430,32559,2025-02-18,295.37,4331,Mastercard,Matched
TXN001888,Guest 0142,218,36083,2025-02-07,553.14,7968,Visa,Matched
TXN001899,Guest 0243,555,38565,2025-03-09,262.73,3998,Visa,Matched
TXN001801,Guest 0739,187,34292,2025-01-06,488.68,7102,Visa,Matched
